author_id,text
11,"Gay Pride is in trouble - this time next year, we'll be hosting Europride, a kind of European Olympics of gayness, without any actual sport. Judging by the pretty poor Athens turnout last year, Europride is actually a lot better at bringing in tourists than the Olympics, and that's before you even consider the fact that we're not going to win the bid anyway, however many brightly coloured banners entreat us to back it. The problem is sponsorship; two agencies hired to drum up blue-chip support resigned within a month of one another, saying there wasn't enough interest. A number of high-profile sponsors of previous gay events - Interflora, Virgin Atlantic, BT - have refused to be involved in this year's Pride. That leaves the organisers with Ford, Virgin Mobile and the office of the Mayor of London, which is some come-down from the days when companies were clamouring to get their logos on to street parties like this.  Practically speaking, I don't think this is the end of the world - the elements of carnival that require sponsorship are things like sound systems, barriers, streamers along the lines of a church hall party for disadvantaged children, and clearing them all up afterwards. If you couldn't afford the temporary street furniture, you wouldn't need to clean it up. Just because Virgin Atlantic didn't ""see anything that they thought would be a good fit for their brand"", there wouldn't be any shortage of carousers wearing flashing devil horns and chancers selling Red Stripe at hilarious prices. I don't hold with it as an adage for the rest of the year, but definitely at festival time the best things in life are free. Still, it's an interesting development in the world of corporate branding. Why were they so keen to sponsor this event in the first place? And what's changed, in the ""fit"" between an airline and a carnival of broad-mindedness?  I don't think this sponsorship was ever an attempt to woo the pink pound specifically - that might have been a side issue, but the association had broader aims than that. Signing up as an active supporter of a gay event sends out a variety of messages. It allies your company to youth and modernity; it presents a friendly face, a ""we're just like you - we like fun, too!"" which has become especially important as radical politics in the last decade has swerved away from governments as foes, and towards corporations. Furthermore, this is the safest and least contentious of celebrations - it has a political foundation, which lends it a certain good-natured gravity and validates the hedonism with feelgood principles. And it is unarguable - there simply aren't many people left who object to homosexuality, or at least who would do so openly, so a sponsor can cash in on all the associations of courage and tolerance that involvement brings without risking very much. So what's changed? An arrangement as mutually beneficial as that should have gone on for years.  The most positive spin possible is that homophobia is such a dead duck, prejudice-wise, such an ancient and laughable concept, that companies just don't get enough bang for their buck when they declare themselves its enemy. If sexual prejudice of this sort is indeed over, then sponsoring a celebration of gay culture is like sponsoring a party to mark the end of slavery - sure, it's a good thing for it to be over, but it's so completely over that to mark its passing feels a bit passe, a bit suspect, even, to be the kind of company that doesn't know how passe it is.  If this is the case, then it's good news for equality generally, but pretty bad news for Gay Pride, since the further down the road of tolerance we travel, the less likely they are ever to get sponsored by anybody. However, it doesn't ring totally true - the evidence doesn't suggest that being gay is losing its taboo on a steady curve. There were more high-profile attacks on gay men last year, for instance, than in the three previous years put together. Legislatively - in terms of gay marriage, adoption - the passage to equality seems to have stalled, rather.  The alternative thesis is that, even if the actual conditions and legal position of homosexuals haven't changed all that much, even if society is shot through with as much prejudice as five or even 10 years ago, the atmosphere has nevertheless changed, to the degree that the crusade just isn't cool any more. It has changed as a result of politicians in general, and the Tory party in particular - during the last election campaign, whenever they said anything at all draconian, or intolerant, or authoritarian, someone would pop up and reassure everyone that, whatever they thought about asylum seekers, gay people were still A-okay.  The issue of homosexuality has been used like a clove of garlic against the vampire of being seen as hardline or fanatical - they didn't quite believe it would work, but it was always worth a try. The upshot is that corporations no longer want to get financially involved with gay rights but the statutory landscape hasn't changed much, either. Nice. Just as Michael Howard skulks off the stage, there's still one more thing to blame him for ..."
11,"It is to become law in Spain that men do as much housework as their wives. Well, it's not strictly speaking a law - more a change to the marriage contract to include a pledge to share cleaning burdens and such. It's coming in as a section of divorce reform, so that ""he never did any washing up"" will soon be fair grounds for parting, whereas before the idle spouse would have had to go to the Spanish equivalent of Brighton (Torremolinos?) with a hooker and a private dick. Nobody will actually be sent to prison for watching Biggos Brotheros when there were clearly chores to be done. But it ""sends a message"", said Margarita Uria, the parliamentarian who pushed for the clause.  I suggested much the same thing myself one time, when I was concocting the manifesto for a fourth political party, as part of a women's magazine jape - my plan was that tax would be paid in inverse proportion to the amount of housework a person did, so that a man doing an average amount (the figure at that time was 24 minutes a day, to a woman's two hours and a bit) would end up paying 75% tax, while his lady friend paid a quarter. The truly crafty thing about my plan was that it wasn't really about the sexes at all, it was ushering in socialism through the back door - because, working on the assumption that the best-paid member of a household is generally speaking the most slothful, all households would end up paying way over 50% in tax. Plus, the complex monitoring systems (nationwide CCTV, finger sensors to register contact with Vim etc) would put the structures in place for me to become a totalitarian dictator when I wanted to take things a few steps further. Nobody called me on this nefarious long game since it was, as I say, a jape; and I have to say that I'm surprised that any plan, anywhere in Europe, that resembled mine even a tiny bit ever got beyond the status of jape.  In Spain, the domestic burden on women appears very onerous - the average man spends 44 minutes a day on cleaning and 51 on childcare, while his wife spends nearly six hours on both. The figure is unenlightening, though, since it doesn't factor in how many women work full-time, so there must be spikes in the graph from women without jobs who do nearly everything about the house. I don't think anyone would seriously counter that it was misogynistic for the person who didn't have to go to work to do other stuff instead, even if that ""other stuff"" were the tedious business of cleaning. A lot of regular work is very tedious as well. My view is that in a household where two people work, the bulk of the cleaning is undertaken by the person with the highest standards. Technically speaking, it is unfair, since even a person with infinitesimally higher standards will end up doing the lion's share of the work. (You only need to think ""I can no longer stand to look at that washing up"" a minute before your spouse thinks it, and lo, you've done it.)  In peculiar relationships, couples vie to have the lowest standards and descend into unspeakable squalor. Otherwise, it might generally be women who do the cleaning, but as one of the third generation of fully employed females in my family, I can tell you that this is a cultural hangover, and will erode over time. Cleanliness isn't innate to the female psyche. I have a fragment of week-old Wotsit wedged in my keyboard, and that's why I rarely use the letter ... oh never mind. What's curious and telling, I think, is that such an issue has to be addressed at a constitutional level, rather than a domestic one. Women, in other words, ought to be able to fight this battle themselves. What's wrong with negotiation? Whatever happened to old-fashioned nagging and moaning?  There's actually not a bad parallel with our Asbo debate. Where once neighbours would negotiate between themselves and, in the case of a particularly noxious neighbour, gather to voice their discontent, they now call the police. The police have no legislation on which to act, so sooner or later, the legislation is supplied. But legislation is a blunt and insensitive tool, so before you know it, eccentric or unpopular citizens get an Asbo for getting undressed with the curtains open or gardening in their pants. Large, flabby concepts - sociability, consideration, cleanliness, fairness - are best addressed on a small scale. The law is only really good for the small, concrete things that can be measured in cash or stitches.  So Ms Uria is right. This Spanish business does send a message, but the message is: ""We Spanish women are too clean, and we aren't good enough at moaning."" I want to say that they should take a masterclass from the French, but I'm scared of sounding like a Tory ..."
11,"I complain a lot (in my own time ...) about the proliferation of stories concerning IVF and fertility in general, since I can generally detect a conservative and/or misogynistic subtext to them, a niggling ""you can't have it all, girls"" message in every anecdotal conception trauma dressed up as news. But at the very least, you can find a correlation between the rising prominence of IVF in the news agenda and its increasing occurrence in the health service. The number of women having IVF each year has reached the region of 30,000. Regardless of the spin you put on their individual stories (selfish, NHS-draining feminist hellcats or regular people having a medical procedure?), their number is substantial enough to warrant a place in cultural debate.  The same couldn't be said for ""the young career women who are putting motherhood on ice"", a story from the weekend papers about women who are freezing their eggs so they have time to have a career and find a perfect mate, rather than getting a career, then settling for the first chap who comes along with passable motility.  This was trumpeted with remarkable prominence in the Independent on Sunday. Clinics ""around the country"" were reporting ""increasing numbers"" of women who chose the freezing for ""lifestyle"", rather than medical, reasons. It sounds like a bit of a trend, doesn't it, something to maybe keep an eye on, if only from an anthropological point of view. You have to dive in a really committed way into the text before you get to any figures.   By ""around the country"" they mean that nine clinics are offering this treatment. By ""increasing numbers"", they mean that eight out of 26 women, in the instance they gave, were undergoing it for lifestyle reasons. If each clinic has the same number of ball-busting, career-loving lifestyle-seekers, that is still only 72 women. In the whole of Great Britain. I bet there are more women who practise fish taxidermy, who go naked curling, who re-enact famous battles of the English civil war every weekend.  The egg-freezing business might lack the spontaneity that some fondly attach to the miracle of birth, but if this is a trend, then so is a polyester bed-jacket with puppies appliqued on to the collar. You can do this with practically any birth-based ""craze""   you come across in the media - the women who leave it too late to find a partner and then engage in ""sperm banditry"" (conceiving without checking whether it's OK with the sperm manufacturer); the women who leave it a little bit late, then have a premature menopause and find it's suddenly way too late. Always skip to the figures: most of the time, they barely count as a handful.  If you file the nuts and bolts of conception under ""personal choice"", it all seems very strange. Personal choices obviously do make the news, but only if a lot of people are making the same ones. If, on the other hand, you file unusual conception methods under ""crime or misdemeanour"", their status in the agenda suddenly makes sense. Aberrant behaviour doesn't need the meat of numbers to make it interesting, it's interesting all on its own. These stories can only loom so large on the landscape if the subtext exists that they are unnatural, wrong and, crucially, a matter of public rather than private interest.  The boundary between public and private can't get any more blurred than it does in childbirth. The law takes it as given that, at a certain point in gestation, the foetus has rights distinct from those of its parents and at that point, any choices made by said parents could no longer be called ""personal"". But the law at least has the grace to formalise that boundary: to determine a time at which abortion is no longer permissible, to establish the furthest acceptable limits of genetic engineering, and so on.  The media has no such compunction. It simply decides, according to nothing more rigorous than whim, the point at which a woman's choice becomes a matter of public interest. It then magnifies those choices until they seem ludicrously prevalent to avoid the obvious question we might otherwise ask: ""Why are you banging on about this so much?""  The only conclusion to be drawn from this is that, for all the lip service paid to a woman's right to choose, there is still deep-seated reluctance to cede fertility control to the individual. Unless, of course, that individual happens to be male. In that case, he could be laying down sperm for the future in the freezers of his local KwikSave. Not until it was such a trend that there was no room for the fishfingers would you hear a squeak about it."
11,"Leaving aside considerations of career, hair loss and ultimate power, frequently of life and death proportions, over sundry nations, who would you rather be? Tony Blair, who is now officially the Worst Briton in Britain? Or Iain Duncan Smith, who is only the 99th worst, beaten effortlessly by all the representatives of his own party that your average person could name, and safe in the knowledge that the only people in Britain less annoying than he is are the Atomic Kittens? It's a close call - if you're going to feature on such a list, it's good to be at the top, since it means people have heard of you. But in an ideal world, of course, your voting public wouldn't hate you at all - they would respect you,   like what they did in the olden days.  This poll is bad news all round for the government -people still reserve some venom for Peter Mandelson, who weighs in at number 49, substantially above Sting. It seems that no amount of sacking this man will make people forget about him. What do they want, blood? Even Lord Irvine of Lairg gets a look-in, and the sheer scale of research it takes to get from ""that bloke with the wallpaper"" to his correct title demonstrates the level of rancour he leaves in his wake.  There is also good news - there were only 100,000 respondents to the poll, and there was a slight bias in so far as they were all viewers of Channel 4. This makes it marginally less representative than local elections, and governments never take a blind bit of notice of those. Plus, there are myriad anomalies - while the Blairs warrant two separate entries (Cherie makes it to number 89), the Hamiltons appear as one single entity of pure badness (at number 19). If, therefore, Alastair Campbell (57) wanted to put a spin on this, he could take an average of the Blair-Booth axis (45), putting them on a par with Pete Waterman. Well, you wouldn't put it past him, which probably explains the fact that he himself has been deemed much more hateful than Alan Titchmarsh (who'd have thought?).  One further political insight offered by the poll is the strong case for an end to the monarchy - the Queen, apparently, is the 10th worst   Briton, and considering all she ever does is go on trips and break up the grinding tedium of Christmas eating, this seems a little harsh. Even low-profile and ex-royals get mentioned, although the significant absence of the Princes William and Harry does suggest that what the voters want is not so much an end to the royal family as an organised cull as soon as they hit 30. Like in that Jude Law film.   Otherwise, though, there is no real consistency to the list - people don't seem to like the inarticulate (Gareth Gates, 6), but nor do they like the articulate (Martin Bashir, 5). Chefs who lick their fingers the whole time irk (Nigella, 90); but so do the ones who can take or leave the licking   (Jamie Oliver, 28); as well as the ones who positively despise it (Delia, 78). Many of those featured also appeared on the 100 Best Britons, which highlights the already pretty obvious point that these are just the people we've heard of, and they can be either the best or the worst, depending on our mood.  Naturally, though, the poll has been used as an opportunity to trot out that old truism: the British hate success. Every development,    however minor, in popular culture, spawns this analysis - the Americans ""really do enjoy having celebrities"" (Terry Jones), they have a ""whole notion of the American dream"" (Sarah Dunant), whereas the British like to build people up just to knock them down, like to mock and carp, enjoy nothing more than watching Ali G gulling a politician or Princess Anne with a custard pie in her face. This is variously interpreted by media pundits as sophistication and healthy jaundice (if you see what I mean), and by politicians as cynicism and pessimism (Blair, in particular, is always ""blasting cynicism"". He has a knack of making politics sound like cheapo DIY. First, you blast the cynicism, then you can Artex the public services). It's time to lay this to rest - it is a   nonsense to claim that we hate success per se.  You will not find anyone on this list who has made a genuine and lasting contribution to life as we know it. There are no doctors or scientists; no academics, poets or composers; no trade union leaders, no charity bosses, no nurses, no inventors. There aren't even any dead people on it, since by the very act of being dead and still famous, they assert their long-term impact. The only artists who appear are better known as self-publicists, and the only novelist is also a journalist (ahem). We don't hate success at all; we just hate people who make a lot of noise, for no great reason, particularly first thing in the morning. Is that so wrong?"
11,"Aren't you glad you bothered to vote, when new legislation is coming so thick and fast and excitingly? I am talking about dogs; and I'm being sarcastic. At least one of those two statements would hold true almost every time I have my mouth open, but that's another story. These are the proposals: that dog owners, being in the possession of a nuisance barker, would face a £5,000 fine, possible imprisonment, eviction from council housing or an Asbo or both. Punishment that harsh always has the ring of the hypothetical to me - at the end of droll stories about people selling their votes on eBay, responsible newscasters generally pointed out that you could face a £5,000 fine or imprisonment or both for misusing a vote. Yeah, right, we thought. In the words of the great Sharon Stone in her fabled no-underwear film, ""What are you gonna do, arrest me for smoking?"" Still, whenever a new piece of legislation comes out, it's worth wondering why, unless we're to believe that lawmakers just like to keep busy. Apparently, noisy dogs are second only to loud music in the list of aural complaints people have. Even a dog-lover would admit that was bad, although it smacks faintly of the statistic that suicide is the second biggest killer of young men. There isn't that much to choose from, is there? Only singers and dogs feel the need to express themselves with long bursts of unarticulated noise. We all have something - a histrionic personality, an ear for rousing choral music, an urge to reproduce - that will at some point be a nuisance to our neighbours. Ergo, when they make a noise that irritates us, it's a boon, since it's money in the civic bank for when we want to make a noise that irritates them. I had this theory brutally tested when my downstairs neighbour held a sing-along-a-Sound-of-Music party in her garden, but it held. Clearly, though, the majority view is that one has a right to expect an environment no noisier than mild hubbub. To explain a new law, however, you need to ask not only how bad is the problem, but also whether it's got worse. Are there more domestically kept dogs than there have been in the past? No, the dog population is in steady decline. There are more cats, but they don't make much noise, although they do (in my view) look at you funny. There are more urban foxes, which make more noise copulating than a dog could if it were trying to bark a greeting to its cousin in Scotland, but that's by the by. There are no more dogs. Are dog owners less responsible than before? Hard to tell - if all society is going to antisocial hell in a handcart, dog owners would hardly be exempt. But having said that, the highest level of ownership is among 45-54-year-olds, so we're not dealing with the binge-drinking, street-brawling, Turkey-Twizzler-munching youths for whom the whole concept of Asbo was invented. Here's an idea - maybe dogs bark more than they used to; maybe they're going through some kind of moral disintegration of their own, mirroring the steady march of self-interest they see in the wider society with the only form of delinquency they know, unless you count biting and bolting and chasing livestock. Instinct tells me this isn't the case, but I can scarcely hear my instinct over all this canine yodelling. Maybe, as a nation, we're making less informed breed choices, taking fewer walks, failing to train the beasts properly. Maybe the government needs a few windfall £5,000 fines, to make up for the gossamer lightness of our tax burden. Maybe prisons aren't full enough, and they're looking for a new band of people to incarcerate; maybe council houses are too full, and they're looking for a new cause for eviction (although, in fact, 70% of dogs live in owned houses which makes them the ABC1s of the pet world). Maybe there's an anti-dog conspiracy fuelled by people like Alastair Campbell, who I can take one look at and know isn't a dog-person. Maybe it's a veiled threat to Roy Hattersley (toe the line, buster, or your noisy pal gets it). Or, just possibly, we're failing to adapt properly to our increasingly concentrated living arrangements. Downsizers make the news for their funny views, but the trend is still towards urban living. We talk a lot about what modifications this might demand in terms of public services, transport infrastructure, housing and such, but we could gainfully explore what changes are required on an individual level. Changes such as chill out, buy some earplugs, stop bellyaching. We'll be fining people for having noisy infants next, and then there really will be trouble."
11,"Tony Blair's annual make-up spend differs, it seems, according to what paper you look at. I read that since 2003 it was &pound;1,000, plus &pound;791.20 on make-up artists. My boyfriend came up with the rather more outlandish figure of two grand per press conference; he must have misunderstood. For that kind of money, the prime minister could have substantial new breasts implanted for every occasion, and would by now look like a lovely healthy heffer.Still, it's a lot of money. I doubt if we're approaching an actor or model's outlay, but he effortlessly outstrips the spending of the average British woman (&pound;195 a year) and, unless the world turned upside down without my noticing, must have spent in two years what the average British man would spend in two or three lifetimes.It's not exactly a Fisher model of statistical analysis, but I still, in my humble way, think it's fair to extrapolate thus: if fleshtone Tony spends about 10 times what a regular woman spends on make-up, then he probably spends in the same ratio on shoes. Research a fortnight ago showed that the average woman, in her lifetime, spent &pound;32,000 on pleasing footwear. Take Blair's tenure as prime minister to be, so far, one-tenth of his life expectancy, and he's already coughed up nearly 40 grand on shoes. For that, you could buy a hospital, albeit quite a small one. I wonder if it was public money? I wonder if he ever wears them? I wonder if he has loads of black pairs that, to the naked eye, seem quite identical? Fancy having to wait until after recess to get these questions answered.Now, the general rule with all cosmetic enhancements is that if you're embarrassed to admit it, then don't do it. I happened to be at the press conference in which Tony Blair famously claimed to have got his facial tanning from the ""Downing Street garden"", which was unlikely for so many reasons; it was two weeks before the election, for starters, a time not spent swivelling in the backyard like a pig on a spit; plus, the alert Londoner noticed immediately that, unless Downing Street gets a special kind of weather, it wasn't actually that hot. Straight away, then, you have a man who's ashamed of himself and pretending not to be, which makes him just about the easiest target in the world.The problem is, everyone is ashamed of this stamp of vanity, apart from sociopaths. Silvio Berlusconi was openly delighted with his facial surgery. The juxtaposition of those two sentences might lead some to suppose that I'm calling Berlusconi a sociopath. For legal reasons, I'd like to stress that that definitely isn't what I'm saying.Easy, you might say - if make-up is embarrassing, and you don't want to be embarrassed, and you don't want to lie, then don't wear it. But this leaves you with a whole new set of problems - namely, a grey complexion, tired eyes and the inescapable fact that Charles Kennedy, blessed with his marvellous pinkness, looks more cheerful than you do.Blair has always been accused of trading on his attractiveness to the lady voter, but I think the truth is something even more icky - he has in fact been stressing his youth, forging this very unsophisticated connection between his revolutionary new ways of being a ""socialist"" and the fact that his physique is firmer than the other older geezers and he definitely didn't have wayward eyebrows.Now he's lodged this alliance between ideology and aesthetic in our minds, he simply cannot afford to age gracefully; if we wanted rugged authenticity, we'd get it from Gordon Brown. So in many ways, it is a straight choice between a shed load of blusher and standing down, and you can see why he's chosen as he has, even though there might be more dignity in the other course. Let's not forget, moreover, the threat posed by the Tory leadership election - with Michael Howard and his monochrome visage out of the picture, they are free to go as fresh as they like. They're a treacherous bunch, there's no knowing what they might do. They could get one with a whole load of hair.In the spirit of goodwill, here are my suggestions: first, tone the slap down. You only need to be an even colour all over, and you'll look more attractive. You don't have to be the colour of David Hasselhof. Second, money and thereby awkwardness will be saved if you learn to apply it yourself. It's a simple buffing motion, most adults can master it.Third, if you ever put your hands in your own pockets and paid for it out of your substantial salary, though it was for public engagements, then you might find scandals of this sort didn't happen. Honestly, if he wasn't such a skinflint, his skincare would be nobody's business but his."
11,"It doesn't seem to take much to pass for humour in Westminster. This is because they are ruminating to the very limits of their concentration, on matters of national importance, almost all the time. I imagine. Anyway, this is the ""joke"" still circulating - what have Julius Caesar and Charles Kennedy got in common? They both got stabbed in the back by men in sandals. I don't think Caesar was stabbed in the back. I think he was stabbed from the side, just below the throat. Jesus. I just called MPs humourless, and then went and said a thing like that. I wish I were dead.Meanwhile, Mark Oaten, who had recently thrown his hat into the Lib Dem leadership ring, was spotted in Savile Row. He needed a new hat. No, I'm sorry about that; he was buying shirts. An unnamed Labour ""wag"" remarked to an unnamed media pal that he should have been buying a beard and sandals.Now, here's the thing - beards have never been a liberal schtick. Not since the days when they were a foot long and everyone was a liberal unless they were a Whig or some sort of freak. Beards are a socialist thing. They date back to a time when people grew them for warmth, because they couldn't afford scarves. New Labour hates the beard, so far to the left is this facial furniture. The status of the sandal in wider life, for that matter, has totally changed, since the footwear first became associated with the liberal. Sandals are very fashionable, these days. Slinky, delicate ones are fashionable, and chunky, lentil-y ones are fashionable. In evidence, I offer the Birkenstock, which is so fashionable that Mr Birkenstock is engaged in legal proceedings against his ex-wife, Mrs Birkenstock, over who's allowed to call themselves ""Birkenstock"". To hear politicians insult one another in this way, through the conduit of fashion, is like listening to two people engage in a French slanging match, when neither of them speaks French.David Cameron, meanwhile, wowed the world with his special-edition Converse trainers. When we say ""special edition"", we don't mean an awful lot - they weren't radically expensive (50 squids; far less expensive than, say, a Savile Row hat), and not all that rare. But Will Smith wore some once, and the last Tory leader you can picture emulating Will Smith ... well, there's never been one. Although it's conceivable that Thatcher would have worn a long, black leather coat, and passed for Keanu Reeves.These Converse have caused an amazing storm. The Express is offering its readers a chance to win a pair, that they might look more like Cameron; media-wide, everyone is taking it as a sign of his groundbreaking modernity, even though when he speaks, it sounds like exactly the same amateurish, on-the-hoof carping that Michael Howard had down to such a tee. They do themselves an injustice, these politicos, when they harp on about clothing. They think it makes them sound more like us, more liable to be voted for by the fabled 16-24s who make the world go round. Instead, it makes them sound daft. It makes shoes sound daft. It's brought me very close to going out in my socks."
11,"A report out yesterday showed that people value parks almost as highly as they value local primary schools. Taking this passion as a starting point, the report goes on to suggest new ways of running green spaces that don't rely on councils doing anything sensible or efficient.  Generally, a development like that would raise the spectre of privatisation and such, but since nobody's ever going to pay to go into a park and there's no enthusiasm for flogging them off to build bijou residences, this really might be as it seems. Communities genuinely prize these spaces; so much, in fact, that they'd rather look after them with volunteer park-tender organisations than leave them to the fate of the neglected municipal pools, with crumbling tiles and floating verrucas.   Now, it's true that councils do a rubbish job of looking after common land. Parkies are such Beano relics that if you saw one you'd think it was a paedophile in disguise. If you ask me, we should take the primary-school parallel one stage further, and introduce faith-based parks, where high standards are maintained by a bunch of people busting a gut to behave well because they're all pretending to be Anglicans.   But it's still strange that parks arouse such passion, since nobody uses them. Actually, that's not strictly true - there are two days at the beginning of summer when people pile in at lunchtime and sit gingerly on the grass, convinced against the evidence of all their five senses that they're perched on dog shit and will probably get that disease that sends you blind. (Note to the irregular park user: there has been a revolution in poo-tidying - it isn't like the 80s any more.)   Otherwise, though, you can go weeks, indeed, whole seasons, without seeing anybody at all. Regular people don't use parks: alcoholics use parks, and dogs use parks, accompanied by their owners for the sole purpose of making sure they cross the road safely. And yet such niggardly effort as is expended by councils is directed exclusively at making life difficult for winos (by closing the park at dusk) and dogs (by making all the best bits no-dog areas). This is an outrage that, were I to dwell on it, would make my head explode.   Still, people are inordinately proud and protective over these spaces they never go in. I have yet to meet a single person from Sheffield who doesn't tell me that their home city has more area covered by national park than any other. The only piece of successful direct action I've ever witnessed came about when Southwark council tried to introduce the nightly locking of Warwick Gardens. (There was a sit-in of 20 people, the council relented, the local paper rejoiced, it was a mini-adventure.) A New Labour policy wonk told me, in all seriousness, that the proudest moment of his career was when he saved Peckham Rye from developers as a young councillor.   The first step in the ABC of creating a futuristic dystopia for the purposes of film or literature is always to concrete over the green areas. The second thing people who don't like Tokyo tell you about Tokyo is that it has no parks. (The first thing is that you can buy schoolgirls' knickers in vending machines. I still don't know whether that's true.) These places are not prized for their practical use or, if they are, only by a very small percentage of those who prize them. Although undeveloped land manifestly does bring benefits, you'd only have to suggest a wind farm on Hampstead Heath to discover how minor a consideration the green argument is.   Commons are cherished as symbols, and they manage, with very little effort beyond being green, to symbolise an awful lot. They remind us that, contrary to the messages sent out by relentless privatisation, certain things will never be for sale, simply because they're not for sale. The more expensive land gets, the more important a message this is. Commons reinforce a sense of community not because we meet on them and chat, but because they are jointly owned. Sure, hospitals and schools are jointly owned also, but that feels like cooperation with the practical purpose of pooling resources. With parks, we share and cooperate for no better reason than that we feel like it.   There is a lofty satisfaction to be got from the creation and protection of beauty for its own sake. Once, this made people want to build. We've lost our enthusiasm for the folly and the cathedral - now we want to un-build. Add to that the fact that parks are no longer covered in canine detritus (go on, go for a walk if you don't believe me!) and they really convey a message of peerless social importance. I've half a mind to knock down my flat and make an ornamental garden."
11,"The wisdom of debating a TV programme that has yet to be aired is arguable, but the case of Julia Black's forthcoming programme about abortion is more clear-cut than most. The film, due to be aired later this month, includes images of aborted foetuses at 10, 11 and 21 weeks.  Typically, the people who insist on representing the reality of abortion with pictures of 21-week-old foetuses are anti-abortionists - at this stage, of course, the embryo is very identifiably human. It has an outside chance of sustaining life if it were nurtured rather than discarded. A termination at 21 weeks looks as much like murder as it ever will, and the fact that this ""reality"" occurs only in a few very exceptional cases tends to be ignored in favour of maximum-impact images.   Black, on the other hand, is no anti-abortionist. She was brought up in favour of a woman's right to choose (her father set up Marie Stopes International), and has upheld that belief, though since having a child has registered more ambiguous feelings. Her project, therefore, could conceivably leave her on perilous territory with no allies whatsoever. Those in favour of abortion will object to her using this visual vocabulary, which seems to locate her, ideologically, somewhere between the Pope and the lunatic Americans who nail-bomb clinics. And those against abortion will object to the fact that, actually, she is not with them at all.   In between those two poles will be people who question the motive behind all this. Black claims she wants to make society ""re-examine its views on abortion"". This is the kind of milky, faux-impartiality that documentary makers shouldn't be able to get away with. Re-examine our views in which direction? On what basis? That if we knew how icky it would be, we wouldn't do it? Without a solid ethical position, this looks like attention-seeking, which is a childish impulse to bring to the debate.   But this film could trigger one valuable shift - it could, indeed it must, force pro-choicers to defend their position. Anti-abortionists set out and argue their position all the time; they have euphemisms (""pro-life"" for instance), but aren't afraid of the words - abortion, foetus, baby, termination - and they aren't afraid to interpret them. But pro-choicers simply will not call themselves pro-abortionists. I suppose we could pretend this was to avoid confusion - it might sound as if we believed that, ideally, all pregnancies would end in termination - but that is disingenuous. We don't use the word because it's not very nice. This dovetails with the ongoing taboo around termination. One in three women will have a termination. Why will you never hear a woman say she's had one? Why this persistent guilty silence? Why the standard-issue terminology, where if you do discuss abortion on a personal level at all, it has to be in terms of guilt, and sorrow, and confusion, and anger?   It's because those of us who are in favour of abortions have never thrashed out a rational justification. We let our mothers campaign for its legality, breathed a huge sigh of relief that we could now abort on main roads, rather than back streets, and never stopped to say, ""I believe this is my right, and here's why."" So, everyone's in this ethical twilight, where we know it's OK, because everyone else has had one; and yet at the same time, we're not completely convinced it's not murder, so we definitely won't be bringing it up at dinner parties.   But that kind of ambiguity is completely inappropriate. Every woman considering an abortion - every woman who's even sexually active - has to decide what, for her, constitutes murder. If you abort at a point when the foetus, if supported, could survive without you, is that murder? Does an embryo only become a human being at nine months? Given that a 12-week-old embryo bears the hallmarks of humanity, does that make it human? We've got into a situation where, because the questions are difficult, we don't ask them. But that makes us easy to attack, because our silence carries such an obvious implication of shame, and what do we have to be ashamed of, if we don't half-believe that this ""collection of cells"" is actually a very, very small life?   On this matter, we don't need more sympathy or understanding - we need to be tougher-minded and more rigorous, both on ourselves, and with each other. Women with any reservations at all about whether abortion is a right or a crime, well, just don't do it - what in your lifestyle is so valuable that it is worth turning yourself into a killer? And the rest of us, without those reservations, with full confidence in the legitimacy of terminating inchoate foetuses, should for God's sake attest to that publicly and stop colluding in this taboo. We give our opponents more power with our shuffling evasiveness than gory footage of abortions ever will."
11,"At his monthly press conference yesterday, Tony Blair told Oona Blackman, a journalist on the Daily Mirror: ""Sorry, darling, I'll get to you."" Would that get your hackles up? Or would you think, ""Here's a good turn, I'm practically family. In a couple of weeks, he'll be telling me what he really thinks of the death penalty vis-a-vis Saddam Hussein.""It is fine among family members. Well, it is fine from parents to children. From children to parents it sounds a bit patronising, a bit ""your time is past, now I get to call you treasure.""Between siblings, it's fine but affected (you never called one another darling when you were eight, now did you?) Between lovers it is, of course, obligatory. Between friends it's OK but choose your endearments carefully. If you blow all your sweet nothings on friends, your life-partner will be piqued.In the workplace, it would never be OK for a man thus to address a female subordinate, but between female peers it tends to be OK, except that a pleasing term should not be used to take the sting out of an annoying request (""Honey, would you mind terribly staying late? I'd do it myself, only I have to get to Fenwicks before they sell out of that expensive thing that you probably can't afford""). And you have to be careful of the way one endearment slides into another. One minute, you're calling your co-worker ""darling"", and the next you'll call him or her ""tootletots"" or ""perfect pie"" or, worse, ""hot stuff"" or ""professor big trousers"". And that is weird.As prime minister, I would be inclined to steer away from love bombs altogether, since it's not very authoritative. If he wants to mix it up a bit with unexpected modes of address, he could do worse than ""pal"" and ""matey moo""."
